"Aedes japonicus" "Aedes koreicus" "Ochlerotatus detritus" "Aedes vexans" "Aedes aegypti" "Aedes albopictus" "Ochlerotatus caspius" "Anopheles atroparvus" "Anopheles claviger" "Anopheles labranchiae" "Anopheles maculipennis" "Anopheles messeae" "Anopheles plumbeus" "Anopheles sacharovi" "Anopheles superpictus" "Coquillettidia richiardii" "Culex antennatus" "Culex modestus" "Culex pipiens molestus" "Culex perexiguus" "Culex univittatus" "Culex pipiens" "Culex theileri" "Culex torrentium" "Culex tritaeniorhynchus" "Culiseta annulata"
"Coquillettidia richiardii" 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 100 100 100 100 100 100 100 100 0 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077
"Culex antennatus" 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 100 100 100 100 100 100 100 100 79.4742483604077 0 48.0014291796995 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 79.4742483604077
"Culex modestus" 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 100 100 100 100 100 100 100 100 79.4742483604077 48.0014291796995 0 48.0014291796995 48.0014291796995 48.0014291796995 48.0014291796995 48.0014291796995 48.0014291796995 48.0014291796995 79.4742483604077
"Culex pipiens molestus" 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 100 100 100 100 100 100 100 100 79.4742483604077 29.3416549618883 48.0014291796995 0 29.3416549618883 29.3416549618883 1.57890397227633 29.3416549618883 29.3416549618883 29.3416549618883 79.4742483604077
"Culex perexiguus" 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 100 100 100 100 100 100 100 100 79.4742483604077 29.3416549618883 48.0014291796995 29.3416549618883 0 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 79.4742483604077
"Culex univittatus" 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 100 100 100 100 100 100 100 100 79.4742483604077 29.3416549618883 48.0014291796995 29.3416549618883 29.3416549618883 0 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 79.4742483604077
"Culex pipiens" 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 100 100 100 100 100 100 100 100 79.4742483604077 29.3416549618883 48.0014291796995 1.57890397227633 29.3416549618883 29.3416549618883 0 29.3416549618883 29.3416549618883 29.3416549618883 79.4742483604077
"Culex theileri" 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 100 100 100 100 100 100 100 100 79.4742483604077 29.3416549618883 48.0014291796995 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 0 29.3416549618883 29.3416549618883 79.4742483604077
"Culex torrentium" 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 100 100 100 100 100 100 100 100 79.4742483604077 29.3416549618883 48.0014291796995 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 0 29.3416549618883 79.4742483604077
"Culex tritaeniorhynchus" 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 100 100 100 100 100 100 100 100 79.4742483604077 29.3416549618883 48.0014291796995 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 29.3416549618883 0 79.4742483604077
"Culiseta annulata" 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 100 100 100 100 100 100 100 100 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 79.4742483604077 0
